sets,ways,line_bytes,victim_entries,timing_profile,cold_warm_mode,pair_count,off_sets,off_ways,off_line_bytes,off_l1_bytes,off_victim_entries,off_victim_bytes,off_total_bytes,off_prefetch,off_accesses,off_hits,off_misses,off_victim_hits,off_demand_mem_reads,off_prefetch_mem_reads,off_mem_reads,off_mem_writes,off_read_bytes,off_write_bytes,off_writebacks,off_fills,off_useful,off_useless_evicted,off_unused_resident,off_pollution_proxy,off_dropped,off_timely_useful,off_late_useful,off_replay_service_cycles,off_watchdogs,off_protocol,off_duplicate_lines,on_sets,on_ways,on_line_bytes,on_l1_bytes,on_victim_entries,on_victim_bytes,on_total_bytes,on_prefetch,on_accesses,on_hits,on_misses,on_victim_hits,on_demand_mem_reads,on_prefetch_mem_reads,on_mem_reads,on_mem_writes,on_read_bytes,on_write_bytes,on_writebacks,on_fills,on_useful,on_useless_evicted,on_unused_resident,on_pollution_proxy,on_dropped,on_timely_useful,on_late_useful,on_replay_service_cycles,on_watchdogs,on_protocol,on_duplicate_lines,accuracy,l1_coverage,lower_coverage,bandwidth_overhead,bytes_on_minus_off,cycles_on_minus_off,cycle_delta_fraction,timeliness,harmful_pairs,neutral_pairs,helpful_pairs,true_pollution_available,true_l1_help,true_l1_pollution,true_lower_help,true_lower_pollution
4,2,16,4,blocking-fixed-latency2-periodic-ready,demand-warm-measure,25,100,50,400,3200,100,1600,4800,0,125511,58982,66529,7254,59275,0,59275,18796,948400,300736,18796,0,0,0,0,0,0,0,0,977392,0,0,0,100,50,400,3200,100,1600,4800,25,125511,62285,63226,7937,55289,44193,99482,20591,1591712,329456,20591,44193,9532,34573,88,28801,0,9532,0,1306388,0,0,0,0.215690268,0.049647522,0.067245888,0.537997464,672032,328996,0.336605988,1.000000000,25,0,0,true,8079,4776,9018,5032
